election,competitive_ratio,total_rankings_used,min_elimination_margin,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Berkeley_20241105_Mayor,0.5984244214672575,149306,41,,,,,,,,,,2186,41688,42139,63293,1145,18167,18193,16114,19065,5,5,False,0,282.0,13943.0,24887.0,39022.0,2111.0,760.0,638.0,3265.0,6182.0,59268.0,True,12108.0,2.686,ADENA ISHII,5,282.0,3590.0,67.0,0.0,3160.0,363.0,0.0,0.0,0.0,19999.0,25137.0,37.874,51.077,1
Bloomington_20231107_CityCouncilAL,0.3226764101393012,35149,1629,,,,,,,,,,809,7329,6167,20844,432,4878,3552,3719,3984,3,3,False,0,8.0,13173.0,2371.0,6176.0,3930.0,12.0,58.0,3982.0,1525.0,20878.0,True,2371.0,1.441,Chao Moua,2,8.0,1378.0,2.0,0.0,948.0,428.0,0.0,0.0,0.0,8758.0,9798.0,45.273,54.533,1
Bloomington_20231107_CityCouncilD4,0,5632,134,,,,,,,,,,122,1292,999,3219,63,718,653,677,716,3,3,False,0,0,2223.0,396.0,869.0,686.0,0,19.0,700.0,206.0,3298.0,True,396.0,1.409,Victor Rivas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.0,1613.0,52.167,52.167,1
Boulder_20231107_Mayor,0.5566223746249465,89195,1274,,,,,,,,,,277,28021,21173,39724,239,13773,9750,8879,9922,4,4,True,0,0,7026.0,16519.0,25925.0,309.0,0,148.0,456.0,85836.0,118787.0,True,13169.0,2.688,Brockett,3,0.0,473.0,0.0,0.0,450.0,23.0,0.0,0.0,0.0,11548.0,16876.0,35.046,51.961,2
Burlington_20060307_Mayor,0.6862493586454592,28060,21,,,,,,,,,,655,8959,6736,11710,479,4052,3113,3034,3517,5,5,False,0,10.0,1807.0,4717.0,7977.0,0,32.0,0,32.0,77.0,9865.0,True,2603.0,2.863,Bob Kiss,5,10.0,1032.0,2.0,0.0,1030.0,0.0,0.0,0.0,0.0,3809.0,4761.0,38.955,54.436,1
Burlington_20090303_Mayor,0.856759476685676,28703,1,,,,,,,,,,912,8364,7100,12327,819,3532,2920,2875,3574,5,5,True,0,4.0,1482.0,5585.0,7498.0,0,6.0,108.0,113.0,4.0,8984.0,False,2853.0,3.196,Bob Kiss,5,4.0,603.0,1.0,0.0,602.0,0.0,0.0,0.0,0.0,2585.0,4313.0,28.799,51.511,2
Burlington_20230307_CityCouncilCentralDistrict,0,3467,681,,,,,,,,,,96,891,0,2480,66,846,0,66,66,2,3,False,0,14.0,992.0,55.0,1154.0,55.0,15.0,28.0,94.0,117.0,2276.0,True,1130.0,1.554,MELO GRANT,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,1413.0,65.874,65.874,1
Burlington_20230307_CityCouncilEastDistrict,0,2236,97,,,,,,,,,,29,376,0,1831,25,338,0,25,25,2,3,False,0,3.0,641.0,37.0,756.0,25.0,3.0,7.0,35.0,67.0,1467.0,True,737.0,1.564,"TIMOTHY C. DOHERTY,JR",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,747.0,53.472,53.472,1
Burlington_20230307_CityCouncilNorthDistrict,0,3262,2884,,,,,,,,,,0,138,0,3077,0,138,0,0,0,1,2,False,0,3.0,2998.0,0,77.0,107.0,3.0,30.0,140.0,671.0,3748.0,True,3017.0,1.024,MARK BARLOW,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979.0,2979.0,96.91,96.91,1
Burlington_20230307_CityCouncilSouthDistrict,0,3461,705,,,,,,,,,,18,1057,484,1902,9,596,307,235,314,3,4,False,0,10.0,750.0,708.0,940.0,37.0,15.0,16.0,64.0,62.0,1759.0,True,696.0,1.979,JOAN SHANNON,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,1196.0,70.895,70.895,1
Burlington_20230307_CityCouncilWard8,0,681,40,,,,,,,,,,0,115,149,417,0,107,142,141,142,2,3,False,0,0,170.0,12.0,246.0,4.0,0,1.0,5.0,17.0,433.0,True,237.0,1.62,HANNAH KING,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,228.0,54.808,54.808,1
Burlington_20240305_Mayor,0,30427,347,,,,,,,,,,1073,9400,1779,18175,752,5033,1020,963,1547,4,5,False,0,13.0,7145.0,4023.0,7739.0,258.0,43.0,159.0,446.0,71.0,14963.0,True,2719.0,1.994,EMMA MULVANEY-STANAK,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7613.0,7613.0,51.166,51.166,1
Corvallis_20221108_CityCouncilWard9,0.5084269662921348,6612,267,,,,,,,,,,12,2061,1639,2900,9,1190,924,760,933,3,3,False,0,4.0,283.0,1997.0,2146.0,20.0,10.0,13.0,37.0,497.0,2929.0,True,1997.0,2.702,Tony Cadena,3,4.0,91.0,3.0,0.0,86.0,2.0,0.0,0.0,0.0,1065.0,1344.0,43.863,57.51,1
Corvallis_20221108_Mayor,0.6991284577491474,57274,35,,,,,,,,,,218,16234,15322,25500,139,9417,9197,6791,9336,3,3,False,0,31.0,1775.0,17308.0,18917.0,173.0,70.0,59.0,271.0,3162.0,23879.0,True,17308.0,2.747,Charles Maughan,3,31.0,937.0,13.0,0.0,838.0,86.0,0.0,0.0,0.0,7886.0,9892.0,38.122,50.089,1
Eastpointe_20201103_CityCouncil,0.7705076240108087,37210,769,,,,,,,,,,633,11207,8094,17276,361,6862,4580,4085,4941,3,3,False,0,20.0,2931.0,9835.0,11015.0,1402.0,139.0,77.0,1581.0,4139.0,18093.0,True,9835.0,2.494,Sylvia L. Moore,2,20.0,749.0,32.0,0.0,394.0,323.0,0.0,0.0,0.0,5181.0,7529.0,37.182,57.103,1
ElkRidge_20211102_Mayor,0.47048300536672627,3463,182,,,,,,,,,,8,1135,784,1536,5,672,452,406,457,3,3,False,0,0,180.0,967.0,1129.0,32.0,3.0,4.0,37.0,2.0,1311.0,True,967.0,2.601,ROBERT HADDOCK,2,0.0,37.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0,559.0,727.0,42.704,57.154,1
Genola_20211102_CityCouncil,0,1058,16,,,,,,,,,,0,374,219,465,0,205,137,84,137,3,4,False,0,6.0,33.0,314.0,346.0,6.0,6.0,134.0,146.0,9.0,393.0,True,314.0,2.706,HALE ROBISON,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,52.116,52.116,1
LasCruces_20191105_CityCouncilDistrict2,0.39421157684630737,5697,213,,,,,,,,,,74,1585,1424,2614,60,730,631,572,677,4,4,False,0,5.0,790.0,1048.0,1460.0,32.0,16.0,21.0,62.0,141.0,2394.0,True,874.0,2.5,TESSA ABEYTA STUVE,3,5.0,161.0,3.0,0.0,148.0,10.0,0.0,0.0,0.0,970.0,1150.0,43.149,55.103,1
LasCruces_20191105_CityCouncilDistrict4,0.44036697247706424,3598,122,,,,,,,,,,4,1167,614,1813,2,706,365,287,367,3,3,False,0,5.0,459.0,887.0,1101.0,31.0,9.0,9.0,44.0,127.0,1689.0,True,887.0,2.271,JOHANA BENCOMO,2,5.0,88.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,763.0,922.0,49.004,62.764,1
LasCruces_20191105_Mayor,0.4199288256227758,70688,60,,,,,,,,,,6783,21434,21687,20784,2987,4985,4666,4395,6167,10,10,False,0,122.0,2780.0,9241.0,11278.0,462.0,370.0,503.0,1139.0,49.0,14156.0,True,3947.0,4.897,KEN MIYAGISHIMA,9,122.0,1646.0,66.0,0.0,1501.0,79.0,0.0,0.0,0.0,5172.0,6799.0,36.982,55.102,1
Lehi_20211102_CityCouncil,0.8242548818088387,80021,25,,,,,,,,,,5493,32695,20432,21401,3108,5852,3925,3530,5941,9,9,False,0,286.0,292.0,9849.0,10709.0,338.0,378.0,246.0,834.0,269.0,11471.0,True,7058.0,7.056,CHRIS CONDIE,8,286.0,538.0,26.0,0.0,488.0,24.0,0.0,0.0,0.0,2302.0,6175.0,21.088,59.501,1
Maine_20180612_CD2_DemNominee,0.20719608649933707,120703,1506,,,,,,,,,,682,37329,31902,50790,562,17812,14883,13752,15321,4,5,False,0,132.0,12049.0,24167.0,33308.0,1024.0,341.0,1336.0,2562.0,5408.0,50845.0,True,15534.0,2.605,"Golden, Jared F.",3,132.0,1760.0,30.0,0.0,1674.0,56.0,0.0,0.0,0.0,21017.0,23638.0,46.39,54.284,1
Maine_20180612_Governor_DemNominee,0.5994676912609314,558156,843,,,,,,,,,,25180,188357,165652,178967,16181,53633,46393,44120,57667,7,8,False,0,468.0,15881.0,96592.0,110621.0,4365.0,1843.0,5856.0,11229.0,5535.0,132250.0,True,40957.0,4.309,"Mills, Janet T.",7,468.0,8998.0,176.0,0.0,8267.0,555.0,0.0,0.0,0.0,41765.0,63408.0,33.082,54.08,1
Maine_20181106_CongressionalDistrict2,0.1440210663725777,661734,3453,,,,,,,,,,7516,205484,140140,308594,6330,91557,54818,57302,59878,4,5,True,0,462.0,147923.0,112155.0,142226.0,12625.0,1994.0,14626.0,27984.0,5711.0,296077.0,True,76910.0,2.14,"DEM Golden, Jared F.",3,462.0,8313.0,153.0,0.0,7637.0,523.0,0.0,0.0,0.0,132091.0,142522.0,45.564,50.613,2
Maine_20200714_CD2_RepNominee,0.5058377239199157,123017,4946,,,,,,,,,,1827,33432,26941,60817,1004,19757,15818,13748,16822,3,3,False,0,315.0,18844.0,28287.0,33958.0,4096.0,574.0,456.0,4920.0,5518.0,58506.0,True,28287.0,2.171,"Crafts, Dale John",2,315.0,4317.0,57.0,0.0,3384.0,876.0,0.0,0.0,0.0,23725.0,28050.0,45.042,58.007,1
Maine_20200714_StateHouseDistrict41_DemNominee,0.2967741935483871,6506,331,,,,,,,,,,5,2100,1560,2841,4,1196,917,775,921,3,3,False,0,4.0,390.0,1818.0,2134.0,12.0,10.0,7.0,28.0,114.0,2638.0,True,1818.0,2.566,"Zager, Samuel Lewis",2,4.0,55.0,0.0,0.0,53.0,2.0,0.0,0.0,0.0,1240.0,1398.0,49.206,56.714,1
Maine_20200714_StateHouseDistrict47_DemNominee,0.6363636363636364,6467,136,,,,,,,,,,4,1768,1650,3045,4,1056,966,748,970,3,3,False,0,5.0,423.0,1833.0,2073.0,28.0,20.0,8.0,54.0,125.0,2624.0,True,1833.0,2.562,"Bell, Arthur L.",2,5.0,80.0,2.0,0.0,77.0,1.0,0.0,0.0,0.0,979.0,1275.0,39.254,52.817,1
Maine_20200714_StateHouseDistrict49_DemNominee,0.6829810901001112,5467,43,,,,,,,,,,5,1582,1185,2695,4,962,721,531,725,3,3,False,0,3.0,411.0,1493.0,1761.0,23.0,5.0,4.0,32.0,185.0,2358.0,True,1493.0,2.497,"Arford, Poppy",2,3.0,95.0,1.0,0.0,93.0,1.0,0.0,0.0,0.0,899.0,1189.0,41.429,57.301,1
Maine_20200714_StateHouseDistrict90_DemNominee,0.27002967359050445,5188,306,,,,,,,,,,4,1768,1151,2265,4,1007,654,577,658,3,3,False,0,5.0,358.0,1441.0,1671.0,22.0,12.0,9.0,41.0,53.0,2083.0,True,1441.0,2.533,"Crafts, Lydia V.",2,5.0,43.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,1011.0,1144.0,49.926,57.719,1
Maine_20200714_StateSenateDistrict11_DemNominee,0.574106364428945,13647,355,,,,,,,,,,32,3936,3321,6358,22,2301,1983,1515,2005,3,3,False,0,13.0,950.0,3824.0,4342.0,88.0,42.0,27.0,146.0,427.0,5723.0,True,3824.0,2.541,"Curry, Glenn Chip",2,13.0,262.0,7.0,0.0,244.0,11.0,0.0,0.0,0.0,2294.0,2806.0,43.422,55.885,1
Maine_20221108_CongressionalDistrict2,0.14200608140733684,756282,18924,,,,,,,,,,5027,195637,220159,335459,2122,118127,93831,92022,95828,3,4,False,0,1057.0,157159.0,83583.0,160112.0,66619.0,2297.0,9741.0,77421.0,4944.0,322778.0,True,80711.0,1.798,"Golden, Jared Forrest",3,1057.0,5283.0,163.0,0.0,3466.0,1654.0,0.0,0.0,0.0,153209.0,165209.0,48.365,53.038,1
Maine_20241105_CD2,0,675744,113,,,,,,,,,,845,86805,193724,394370,447,60732,108193,108478,108640,2,3,False,0,336.0,330106.0,7568.0,63135.0,108812.0,530.0,6462.0,115483.0,9473.0,402936.0,True,60651.0,1.179,"Golden, Jared Forrest",1,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196620.0,196620.0,50.014,50.014,1
Minneapolis_20091106_Mayor,0,80308,21311,,,,,,,,,,3601,22737,1821,52149,2867,14067,1302,3049,4169,11,3,False,1,0,24236.0,14152.0,20921.0,72.0,0,0,72.0,811.0,45968.0,True,14152.0,1.777,R.T. Rybak,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33234.0,33234.0,73.597,73.597,1
Minneapolis_20091106_ParksBoardD1,0,9210,2828,,,,,,,,,,15,2274,617,6304,10,1395,420,284,430,3,3,False,0,0,3852.0,1356.0,1990.0,17.0,0,0,17.0,1065.0,6907.0,True,1356.0,1.573,Liz Wielinski,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.0,4335.0,74.204,74.204,1
Minneapolis_20091106_ParksBoardD2,0,7012,648,,,,,,,,,,7,1004,892,5109,5,951,848,851,853,2,3,False,0,0,3298.0,94.0,1802.0,14.0,0,0,14.0,844.0,5944.0,True,1767.0,1.372,Jon Olson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.0,2874.0,56.353,56.353,1
Minneapolis_20091106_ParksBoardD3,0,6114,2124,,,,,,,,,,11,811,528,4764,7,771,493,495,500,2,3,False,0,0,3456.0,69.0,1280.0,25.0,0,0,25.0,1424.0,6160.0,True,1215.0,1.285,Scott Vreeland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,3430.0,72.424,72.424,1
Minneapolis_20091106_ParksBoardD4,0,5276,4881,,,,,,,,,,0,77,56,5143,0,57,37,37,37,1,3,False,0,0,5067.0,0,76.0,45.0,0,0,45.0,2246.0,7389.0,True,5031.0,1.015,Anita Tabb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5012.0,5012.0,97.453,97.453,1
Minneapolis_20091106_ParksBoardD5,0.5261109309114499,14767,116,,,,,,,,,,194,2847,2636,9090,163,1913,1803,1703,1966,5,3,False,1,0,3465.0,2513.0,4383.0,16.0,0,0,16.0,1534.0,9382.0,True,2513.0,1.879,Carol Kummer,5,0.0,957.0,0.0,0.0,893.0,11.0,53.0,53.0,0.0,2964.0,3620.0,37.768,52.532,1
Minneapolis_20091106_ParksBoardD6,0.24944703858441877,14630,241,,,,,,,,,,81,3091,2324,9134,76,2178,1545,1416,1621,4,3,False,0,0,4223.0,2124.0,4131.0,18.0,0,0,18.0,1832.0,10186.0,True,2124.0,1.749,Brad Bourn,4,0.0,548.0,0.0,0.0,541.0,7.0,0.0,0.0,0.0,4023.0,4300.0,48.157,55.086,1
Minneapolis_20091106_Ward10CityCouncil,0,6155,1481,,,,,,,,,,62,1890,378,3825,60,1300,274,260,334,4,3,False,0,0,1482.0,975.0,1847.0,4.0,0,0,4.0,102.0,3431.0,True,975.0,1.848,Meg Tuthill,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,2405.0,72.244,72.244,1
Minneapolis_20091106_Ward11CityCouncil,0,6675,1092,,,,,,,,,,9,1724,733,4209,9,1446,624,564,633,3,3,False,0,0,1867.0,510.0,2143.0,12.0,0,1.0,13.0,225.0,4235.0,True,510.0,1.662,John Quincy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,2551.0,63.616,63.616,1
Minneapolis_20091106_Ward12CityCouncil,0,8308,1352,,,,,,,,,,47,2130,743,5388,45,1489,518,433,563,4,3,False,0,0,2361.0,1224.0,2357.0,9.0,0,0,9.0,100.0,4818.0,True,1224.0,1.759,Sandy Colvin Roy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,3035.0,64.328,64.328,1
Minneapolis_20091106_Ward13CityCouncil,0,9555,2301,,,,,,,,,,62,2495,26,6972,62,1850,23,66,85,3,3,False,0,0,3427.0,1001.0,2554.0,18.0,0,0,18.0,78.0,6059.0,True,1001.0,1.594,Betsy Hodges,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.0,4141.0,69.236,69.236,1
Minneapolis_20091106_Ward1CityCouncil,0,7932,25,,,,,,,,,,250,2186,310,5186,236,1547,222,327,458,5,3,False,1,0,1469.0,1455.0,2500.0,8.0,0,0,8.0,47.0,4016.0,True,1455.0,1.996,Kevin Reich,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1997.0,50.315,50.315,1
Minneapolis_20091106_Ward2CityCouncil,0,3206,1831,,,,,,,,,,0,373,18,2815,0,342,14,8,14,2,3,False,0,0,2214.0,26.0,475.0,16.0,0,0,16.0,153.0,2842.0,True,437.0,1.186,Cam Gordon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260.0,2260.0,84.046,84.046,1
Minneapolis_20091106_Ward3CityCouncil,0,4031,708,,,,,,,,,,70,1083,244,2634,63,754,163,182,226,4,3,False,0,0,1062.0,641.0,1160.0,7.0,0,0,7.0,35.0,2257.0,True,641.0,1.811,Diane Hofstede,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,1465.0,65.932,65.932,1
Minneapolis_20091106_Ward4CityCouncil,0.24951519069166128,6434,56,,,,,,,,,,101,1285,895,4153,99,856,625,458,724,4,3,False,0,0,1416.0,1250.0,1883.0,2.0,0,0,2.0,23.0,3322.0,True,1250.0,1.95,Barbara A. Johnson,3,0.0,193.0,0.0,0.0,192.0,1.0,0.0,0.0,0.0,1546.0,1618.0,46.863,52.093,1
Minneapolis_20091106_Ward5CityCouncil,0.34097421203438394,4500,32,,,,,,,,,,77,931,943,2549,67,587,608,504,675,5,3,False,1,0,828.0,981.0,1342.0,6.0,0,0,6.0,30.0,2200.0,True,981.0,2.071,Don Samuels,5,0.0,146.0,0.0,0.0,129.0,3.0,14.0,14.0,0.0,1020.0,1131.0,47.005,55.879,1
Minneapolis_20091106_Ward6CityCouncil,0,4123,110,,,,,,,,,,270,1123,187,2543,230,715,131,266,361,6,3,False,1,0,671.0,930.0,1259.0,4.0,0,0,4.0,52.0,1982.0,True,930.0,2.134,Robert Lilligren,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1020.0,52.85,52.85,1
Minneapolis_20091106_Ward7CityCouncil,0,6683,1602,,,,,,,,,,16,1072,961,4634,11,661,705,638,716,3,3,False,0,0,2873.0,753.0,1519.0,15.0,0,0,15.0,140.0,4532.0,True,753.0,1.517,Lisa Goodman,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,2997.0,68.238,68.238,1
Minneapolis_20091106_Ward8CityCouncil,0,5872,1486,,,,,,,,,,114,1956,123,3679,95,1372,99,122,194,5,3,False,1,0,1262.0,938.0,1834.0,4.0,0,0,4.0,143.0,3239.0,True,938.0,1.895,Elizabeth Glidden,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.0,2291.0,73.999,73.999,1
Minneapolis_20091106_Ward9CityCouncil,0,5874,641,,,,,,,,,,25,1616,1048,3185,20,1094,708,674,728,4,3,False,0,0,1082.0,958.0,1913.0,8.0,0,1.0,9.0,40.0,3035.0,True,958.0,1.959,Gary Schiff,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.0,1818.0,60.701,60.701,1
Minneapolis_20131105_CityCouncilWard13,0.22797814207650274,25781,125,,,,,,,,,,402,7082,6406,11891,342,4178,3821,3718,4163,5,3,False,1,2.0,1832.0,6464.0,8627.0,150.0,13.0,17.0,180.0,282.0,10742.0,True,6464.0,2.443,LINEA PALMISANO,5,2.0,698.0,5.0,0.0,573.0,47.0,73.0,72.0,1.0,4452.0,5058.0,42.57,51.824,1
Minneapolis_20131105_CityCouncilWard5,0.513251454427925,8265,210,,,,,,,,,,210,1994,1796,4265,149,1198,1120,1000,1269,4,3,False,0,2.0,1070.0,1914.0,2429.0,255.0,5.0,27.0,284.0,123.0,3622.0,True,1914.0,2.241,BLONG YANG,4,2.0,269.0,0.0,0.0,198.0,71.0,0.0,0.0,0.0,1475.0,1839.0,42.179,56.97,1
Minneapolis_20131105_CityCouncilWard9,0.21332616872649113,10109,36,,,,,,,,,,335,2541,2429,4804,240,1531,1463,1565,1703,6,3,False,1,1.0,920.0,2343.0,3259.0,198.0,5.0,13.0,214.0,130.0,4310.0,True,2343.0,2.34,ALONDRA CANO,6,1.0,435.0,0.0,0.0,275.0,71.0,89.0,86.0,3.0,1698.0,1986.0,40.632,53.045,1
Minneapolis_20131105_Mayor,0.3402412892241759,209661,1,,,,,,,,,,18362,56320,32422,102557,12853,33097,19006,25982,31859,35,3,False,1,104.0,11044.0,58944.0,68371.0,1742.0,189.0,292.0,2172.0,639.0,80101.0,True,58944.0,2.602,BETSY HODGES,35,104.0,15562.0,37.0,0.0,5362.0,1019.0,9144.0,9079.0,65.0,28956.0,38845.0,36.488,60.889,1
Minneapolis_20131105_ParksBoardD2,0,9697,2086,,,,,,,,,,35,2198,1393,6071,19,1813,1137,1153,1156,2,3,False,0,0,3298.0,196.0,2756.0,499.0,1.0,42.0,535.0,2404.0,8458.0,True,2702.0,1.488,JON OLSON,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4070.0,4070.0,67.228,67.228,1
Minneapolis_20131105_ParksBoardD6,0,21075,4067,,,,,,,,,,154,4665,82,16174,87,4267,52,120,139,2,3,False,0,2.0,7342.0,285.0,6397.0,473.0,7.0,14.0,490.0,4782.0,18523.0,True,6305.0,1.486,BRAD BOURN,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8903.0,8903.0,64.801,64.801,1
Minneapolis_20171107_CityCouncilWard1,0.21273948743468524,19055,182,,,,,,,,,,102,4757,4913,9283,55,3049,3205,3069,3260,3,3,False,0,0,2425.0,3503.0,6309.0,335.0,9.0,28.0,367.0,130.0,8864.0,True,3503.0,2.123,Kevin Reich,3,0.0,328.0,0.0,0.0,275.0,53.0,0.0,0.0,0.0,4015.0,4294.0,45.97,51.083,1
Minneapolis_20171107_CityCouncilWard10,0,17046,2176,,,,,,,,,,161,6185,1521,9179,122,3651,1073,707,1195,4,3,False,0,0,2400.0,4001.0,5196.0,168.0,8.0,14.0,188.0,315.0,7911.0,True,4001.0,2.211,Lisa Bender,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4886.0,4886.0,64.323,64.323,1
Minneapolis_20171107_CityCouncilWard11,0.8344678217821783,21275,508,,,,,,,,,,75,5425,4306,11469,44,3685,2776,2205,2820,3,3,False,0,0,2070.0,4789.0,7090.0,159.0,5.0,17.0,176.0,432.0,9592.0,True,4789.0,2.297,Jeremy Schroeder,3,0.0,425.0,2.0,0.0,387.0,36.0,0.0,0.0,0.0,3230.0,4755.0,35.262,54.436,1
Minneapolis_20171107_CityCouncilWard12,0,17465,7566,,,,,,,,,,378,5972,44,11071,351,3529,28,367,379,3,3,False,0,0,6239.0,2757.0,3945.0,357.0,14.0,9.0,378.0,520.0,10704.0,True,2757.0,1.658,Andrew Johnson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8875.0,8875.0,87.147,87.147,1
Minneapolis_20171107_CityCouncilWard13,0,15597,7507,,,,,,,,,,27,3261,968,11341,18,2658,738,749,756,2,3,False,0,2.0,8351.0,241.0,2964.0,698.0,19.0,23.0,731.0,427.0,11742.0,True,2739.0,1.283,Linea Palmisano,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9410.0,9410.0,83.179,83.179,1
Minneapolis_20171107_CityCouncilWard2,0,8139,5756,,,,,,,,,,0,1882,166,6091,0,1000,98,98,98,1,3,False,0,1.0,5934.0,0,156.0,1028.0,3.0,13.0,1041.0,943.0,7034.0,True,5951.0,1.025,Cam Gordon,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5923.0,5923.0,97.258,97.258,1
Minneapolis_20171107_CityCouncilWard3,0.8800773694390716,22789,372,,,,,,,,,,348,5028,4938,12475,293,3469,2927,2860,3220,4,3,True,0,2.0,1979.0,5198.0,7613.0,249.0,15.0,20.0,282.0,285.0,9877.0,True,5198.0,2.336,Steve Fletcher,4,2.0,893.0,1.0,0.0,823.0,69.0,0.0,0.0,0.0,2709.0,4856.0,28.248,55.835,2
Minneapolis_20171107_CityCouncilWard4,0.31118240146654447,12003,169,,,,,,,,,,152,3330,2572,5949,106,2068,1511,1499,1617,4,3,True,0,3.0,1582.0,2545.0,3681.0,319.0,7.0,20.0,341.0,84.0,5349.0,True,2545.0,2.182,Phillipe M. Cunningham,4,3.0,233.0,0.0,0.0,180.0,53.0,0.0,0.0,0.0,2139.0,2599.0,40.65,51.68,2
Minneapolis_20171107_CityCouncilWard5,0.23344776851397744,10246,150,,,,,,,,,,130,3194,2193,4729,92,1892,1276,1260,1368,4,3,False,0,3.0,1166.0,2268.0,3050.0,425.0,8.0,28.0,456.0,61.0,4278.0,True,2268.0,2.261,Jeremiah Ellison,4,3.0,137.0,0.0,0.0,93.0,44.0,0.0,0.0,0.0,1986.0,2308.0,47.129,56.61,1
Minneapolis_20171107_CityCouncilWard6,0,12073,24,,,,,,,,,,864,2380,286,8543,468,1664,213,566,681,4,3,False,0,6.0,4947.0,894.0,2287.0,928.0,13.0,79.0,991.0,159.0,7397.0,True,894.0,1.439,Abdi Warsame,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3628.0,3628.0,50.166,50.166,1
Minneapolis_20171107_CityCouncilWard7,0,19831,413,,,,,,,,,,270,5594,2178,11789,200,3657,1583,966,1783,4,3,False,0,3.0,2826.0,4067.0,6264.0,255.0,14.0,28.0,291.0,165.0,9255.0,True,4067.0,2.137,Lisa Goodman,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.0,4750.0,52.272,52.272,1
Minneapolis_20171107_CityCouncilWard8,0,17333,3635,,,,,,,,,,224,6869,1248,8992,187,4429,820,817,1007,4,3,False,0,1.0,2212.0,3418.0,5686.0,223.0,9.0,26.0,253.0,377.0,8275.0,True,3418.0,2.153,Andrea Jenkins,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766.0,5766.0,73.015,73.015,1
